# List of algae, fungi, and plant species included into the Red Data Book of Ukraine
# this tsv file assembled from GBIF checklist dataset, see citation
# Prylutskyi O, Marushchak O, Vasyliuk O (2023). List of algae, fungi, and plant species included into the Red Data Book of Ukraine. Version 1.1. Ukrainian Nature Conservation Group (NGO). Checklist dataset https://doi.org/10.15468/x2knyk accessed via GBIF.org on 2024-03-13. 
# ----------------------------------------------------------------------------------
vernacularName	scientificName	kingdom	phylum	class	genus	taxonRank	threatStatus
Ложечниця польська	Cochlearia pyrenaica DC.	Plantae	Tracheophyta	Magnoliopsida	Cochlearia	species	зникаючий
Язичок зелений	Coeloglossum viride (L.) C.Hartm.	Plantae	Tracheophyta	Magnoliopsida	Coeloglossum	species	рідкісний
Пізньоцвіт осінній	Colchicum autumnale L.	Plantae	Tracheophyta	Magnoliopsida	Colchicum	species	неоцінений
Пізньоцвіт Фоміна	Colchicum fominii Bordz.	Plantae	Tracheophyta	Magnoliopsida	Colchicum	species	вразливий
Пізньоцвіт трилистий	Colchicum triphyllum Kunze	Plantae	Tracheophyta	Magnoliopsida	Colchicum	species	вразливий
Пізньоцвіт тіньовий	Colchicum umbrosum (Ker Gawl.) Steven	Plantae	Tracheophyta	Magnoliopsida	Colchicum	species	вразливий
Пізньоцвіт різнобарвний	Colchicum versicolor Ker Gawl.	Plantae	Tracheophyta	Magnoliopsida	Colchicum	species	вразливий
Комперія кримська	Comperia comperiana (Steven) Asch. & Graebn.	Plantae	Tracheophyta	Magnoliopsida	Comperia	species	зникаючий
Свистуля татарська	Conioselinum tataricum Hoffm.	Plantae	Tracheophyta	Magnoliopsida	Conioselinum	species	рідкісний
Коральковець тричінадрізаний	Corallorhiza trifida Chatel.	Plantae	Tracheophyta	Magnoliopsida	Corallorhiza	species	рідкісний
Вовна гірська пухнаста	Cortusa matthioli subsp. pubens (Schott) Simonk.	Plantae	Tracheophyta	Magnoliopsida	Cortusa	species	зникаючий
Катран шорсткий	Crambe aspera M. Bieb.	Plantae	Tracheophyta	Magnoliopsida	Crambe	species	вразливий
Катран великоквітковий	Crambe grandiflora DC.	Plantae	Tracheophyta	Magnoliopsida	Crambe	species	вразливий
Катран коктебельський	Crambe koktebelica (Junge) N.Busch	Plantae	Tracheophyta	Magnoliopsida	Crambe	species	рідкісний
Катран морський	Crambe maritima L.	Plantae	Tracheophyta	Magnoliopsida	Crambe	species	вразливий
Катран мітрідатський	Crambe mitridatis Juz.	Plantae	Tracheophyta	Magnoliopsida	Crambe	species	вразливий
Катран пірчастонадрізаний	Crambe pinnatifida R. Br.	Plantae	Tracheophyta	Magnoliopsida	Crambe	species	вразливий
Катран Стевена	Crambe steveniana Rupr.	Plantae	Tracheophyta	Magnoliopsida	Crambe	species	вразливий
Катран татарський	Crambe tataria Sebeok	Plantae	Tracheophyta	Magnoliopsida	Crambe	species	вразливий
Глід Пояркової	Crataegus pojarkovae Kossych	Plantae	Tracheophyta	Magnoliopsida	Crataegus	species	вразливий
Глід Турнефора	Crataegus tournefortii Griseb.	Plantae	Tracheophyta	Magnoliopsida	Crataegus	species	вразливий
Скереда Жакена	Crepis jacquinii Tausch	Plantae	Tracheophyta	Magnoliopsida	Crepis	species	зникаючий
Скереда пурпурова	Crepis purpurea (Willd.) M. Bieb.	Plantae	Tracheophyta	Magnoliopsida	Crepis	species	вразливий
Критмій морський	Crithmum maritimum L.	Plantae	Tracheophyta	Magnoliopsida	Crithmum	species	неоцінений
Шафран вузьколистий	Crocus angustifolius Weston	Plantae	Tracheophyta	Magnoliopsida	Crocus	species	неоцінений
Шафран банатський	Crocus banaticus J.Gay	Plantae	Tracheophyta	Magnoliopsida	Crocus	species	вразливий
Шафран Гейфелів	Crocus heuffelianus Herb.	Plantae	Tracheophyta	Magnoliopsida	Crocus	species	неоцінений
Шафран Палласа	Crocus pallasii Goldb.	Plantae	Tracheophyta	Magnoliopsida	Crocus	species	вразливий
Шафран сітчастий	Crocus reticulatus Steven ex Adams	Plantae	Tracheophyta	Magnoliopsida	Crocus	species	неоцінений
Шафран гарний	Crocus speciosus M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Crocus	species	вразливий
Шафран кримський	Crocus tauricus (Trautv.) Puring	Plantae	Tracheophyta	Magnoliopsida	Crocus	species	вразливий
Цикламен коський	Cyclamen coum Mill.	Plantae	Tracheophyta	Magnoliopsida	Cyclamen	species	зникаючий
Повстянка дніпровська	Cymbochasma borysthenica (Pall. ex Schlecht.) Klokov &et Zoz	Plantae	Tracheophyta	Magnoliopsida	Cymbochasma	species	рідкісний
Зозулині черевички справжні	Cypripedium calceolus L.	Plantae	Tracheophyta	Magnoliopsida	Cypripedium	species	вразливий
Зозульки серценосні	Dactylorhiza cordigera (Fries) Soу	Plantae	Tracheophyta	Magnoliopsida	Dactylorhiza	species	вразливий
Зозульки Фукса	Dactylorhiza fuchsii (Druce) Soу	Plantae	Tracheophyta	Magnoliopsida	Dactylorhiza	species	неоцінений
Зозульки іберійські	Dactylorhiza iberica (M.Bieb. ex Willd.) Soу	Plantae	Tracheophyta	Magnoliopsida	Dactylorhiza	species	рідкісний
Зозульки м’ясочервоні	Dactylorhiza incarnata (L.) Soу	Plantae	Tracheophyta	Magnoliopsida	Dactylorhiza	species	вразливий
Зозульки плямисті	Dactylorhiza maculata (L.) Soу	Plantae	Tracheophyta	Magnoliopsida	Dactylorhiza	species	вразливий
Зозульки травневі	Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerhayes	Plantae	Tracheophyta	Magnoliopsida	Dactylorhiza	species	рідкісний
Зозульки римські	Dactylorhiza romana (Seb.) Soу	Plantae	Tracheophyta	Magnoliopsida	Dactylorhiza	species	вразливий
Зозульки бузинові	Dactylorhiza sambucina (L.) Soу	Plantae	Tracheophyta	Magnoliopsida	Dactylorhiza	species	вразливий
Зозульки трансильванські	Dactylorhiza transsilvanica (Schur) Aver.	Plantae	Tracheophyta	Magnoliopsida	Dactylorhiza	species	зникаючий
Зозульки Траунштейнера	Dactylorhiza traunsteineri (Saut. ex Rchb.) Soу	Plantae	Tracheophyta	Magnoliopsida	Dactylorhiza	species	рідкісний
Зіркоплідник частуховий	Damasonium alisma Mill.	Plantae	Tracheophyta	Magnoliopsida	Damasonium	species	зникаючий
Вовче лико пахуче	Daphne cneorum L.	Plantae	Tracheophyta	Magnoliopsida	Daphne	species	вразливий
Вовче лико Софії	Daphne sophia Kalen.	Plantae	Tracheophyta	Magnoliopsida	Daphne	species	зникаючий
Вовче лико кримське	Daphne taurica Kotov	Plantae	Tracheophyta	Magnoliopsida	Daphne	species	зникаючий
Дельфіній високий	Delphinium elatum L.	Plantae	Tracheophyta	Magnoliopsida	Delphinium	species	вразливий
Дельфіній Палласа	Delphinium pallasii Nevski	Plantae	Tracheophyta	Magnoliopsida	Delphinium	species	рідкісний
Дельфіній яскраво-червоний	Delphinium puniceum Pall.	Plantae	Tracheophyta	Magnoliopsida	Delphinium	species	зникаючий
Дельфіній руський	Delphinium rossicum Litv.	Plantae	Tracheophyta	Magnoliopsida	Delphinium	species	вразливий
Дельфіній Сергія	Delphinium sergii Wissjul.	Plantae	Tracheophyta	Magnoliopsida	Delphinium	species	вразливий
Гвоздика бессарабська	Dianthus bessarabicus Klokov	Plantae	Tracheophyta	Magnoliopsida	Dianthus	species	зникаючий
Гвоздика гренобльська	Dianthus gratiаnopolitanus Vill.	Plantae	Tracheophyta	Magnoliopsida	Dianthus	species	зниклий в природі
Гвоздика бузька	Dianthus hypanicus Andrz.	Plantae	Tracheophyta	Magnoliopsida	Dianthus	species	вразливий
Гвоздика несправжньопізня	Dianthus pseudoserotinus Błocki	Plantae	Tracheophyta	Magnoliopsida	Dianthus	species	вразливий
Гвоздика гарна	Dianthus speciosus Rchb.	Plantae	Tracheophyta	Magnoliopsida	Dianthus	species	вразливий
Роговиця роговикова	Dichodon cerastoides (L.) Rchb.	Plantae	Tracheophyta	Magnoliopsida	Dichodon	species	рідкісний
Ясенець голостовпчиковий	Dictamnus albus L.	Plantae	Tracheophyta	Magnoliopsida	Dictamnus	species	рідкісний
Дворядник крейдовий	Diplotaxis cretacea Kotov	Plantae	Tracheophyta	Magnoliopsida	Diplotaxis	species	вразливий
Сугайник угорський	Doronicum hungaricum Rchb.f.	Plantae	Tracheophyta	Magnoliopsida	Doronicum	species	рідкісний
Сугайник штирійський	Doronicum stiriacum (Vill.) Dalla Torre	Plantae	Tracheophyta	Magnoliopsida	Doronicum	species	рідкісний
Крупка аїзоподібна	Draba aizoides L.	Plantae	Tracheophyta	Magnoliopsida	Draba	species	зникаючий
Крупка подільська	Draba podolica (Besser) Rupr.	Plantae	Tracheophyta	Magnoliopsida	Draba	species	вразливий
Змієголовник австрійський	Dracocephalum austriacum L.	Plantae	Tracheophyta	Magnoliopsida	Dracocephalum	species	вразливий
Змієголовник Рюйша	Dracocephalum ruyschiana L.	Plantae	Tracheophyta	Magnoliopsida	Dracocephalum	species	неоцінений
Росичка середня	Drosera intermedia Hayne	Plantae	Tracheophyta	Magnoliopsida	Drosera	species	вразливий
Росичка довголиста	Drosera longifolia L.	Plantae	Tracheophyta	Magnoliopsida	Drosera	species	вразливий
Дріада восьмипелюсткова	Dryas octopetala L.	Plantae	Tracheophyta	Magnoliopsida	Dryas	species	рідкісний
Колючконос Сібторпа	Echinophora sibthorpiana Guss.	Plantae	Tracheophyta	Magnoliopsida	Echinophora	species	зниклий в природі
Головатень високий	Echinops exaltatus Schrad.	Plantae	Tracheophyta	Magnoliopsida	Echinops	species	неоцінений
Руслиця угорська	Elatine hungarica Moesz	Plantae	Tracheophyta	Magnoliopsida	Elatine	species	вразливий
Ситняг карніолійський	Eleocharis carniolica W.D.J.Koch	Plantae	Tracheophyta	Magnoliopsida	Eleocharis	species	вразливий
Ситняг сосочкоподібний	Eleocharis mamillata Lindb. f.	Plantae	Tracheophyta	Magnoliopsida	Eleocharis	species	вразливий
Ситняг багатостебловий	Eleocharis multicaulis (Smith) Desv.	Plantae	Tracheophyta	Magnoliopsida	Eleocharis	species	зниклий в природі
Ситняг гостролусковий	Eleocharis oxylepis (Meinsh.) B. Fedtsch.	Plantae	Tracheophyta	Magnoliopsida	Eleocharis	species	зникаючий
Пирійник палермський	Elymus panormitanus (Parl.) Tzvelev	Plantae	Tracheophyta	Magnoliopsida	Elymus	species	зникаючий
Коручка ельбська	Epipactis albensis H.Novakova & Rydlo	Plantae	Tracheophyta	Magnoliopsida	Epipactis	species	рідкісний
Коручка темно-червона	Epipactis atrorubens (Hoffm. ex Bernh.) Besser	Plantae	Tracheophyta	Magnoliopsida	Epipactis	species	вразливий
Коручка чемерникоподібна	Epipactis helleborine (L.) Crantz	Plantae	Tracheophyta	Magnoliopsida	Epipactis	species	неоцінений
Коручка дрібнолиста	Epipactis microphylla (Ehrh.) Sw.	Plantae	Tracheophyta	Magnoliopsida	Epipactis	species	рідкісний
Коручка болотна	Epipactis palustris (L.) Crantz	Plantae	Tracheophyta	Magnoliopsida	Epipactis	species	вразливий
Коручка пурпурова	Epipactis purpurata Smith	Plantae	Tracheophyta	Magnoliopsida	Epipactis	species	рідкісний
Коручка Таллоші	Epipactis tallosii A. Molnar & Robatsch	Plantae	Tracheophyta	Magnoliopsida	Epipactis	species	зникаючий
Надбородник безлистий	Epipogium aphyllum Sw.	Plantae	Tracheophyta	Magnoliopsida	Epipogium	species	зникаючий
Пустельниця головчаста	Eremogone cephalotes (M.Bieb.) Fenzl	Plantae	Tracheophyta	Magnoliopsida	Eremogone	species	рідкісний
Еремур показний	Eremurus spectabilis M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Eremurus	species	зникаючий
Еремур кримський	Eremurus tauricus Steven	Plantae	Tracheophyta	Magnoliopsida	Eremurus	species	зникаючий
Злинка альпійська	Erigeron alpinus L.	Plantae	Tracheophyta	Magnoliopsida	Erigeron	species	рідкісний
Злинка залозиста	Erigeron atticus Vill.	Plantae	Tracheophyta	Magnoliopsida	Erigeron	species	зникаючий
Грабельки Бекетова	Erodium beketowii Schmalh.	Plantae	Tracheophyta	Magnoliopsida	Erodium	species	рідкісний
Жовтушник кринкський	Erysimum krynkense Lavrenko	Plantae	Tracheophyta	Magnoliopsida	Erysimum	species	зникаючий
Жовтушник Талієва	Erysimum talievii (Klokov) Mosyakin	Plantae	Tracheophyta	Magnoliopsida	Erysimum	species	вразливий
Жовтушник трансільванський	Erysimum transsilvanicum Schur	Plantae	Tracheophyta	Magnoliopsida	Erysimum	species	зникаючий
Жовтушник український	Erysimum ucranicum J.Gay	Plantae	Tracheophyta	Magnoliopsida	Erysimum	species	вразливий
Еритроній собачий зуб	Erythronium dens-canis L.	Plantae	Tracheophyta	Magnoliopsida	Erythronium	species	рідкісний
Бруслина карликова	Euonymus nanus M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Euonymus	species	вразливий
Молочай прибережний	Euphorbia paralias L.	Plantae	Tracheophyta	Magnoliopsida	Euphorbia	species	вразливий
Молочай густоволохатоплодий	Euphorbia valdevillosocarpa Arvat & Nyar.	Plantae	Tracheophyta	Magnoliopsida	Euphorbia	species	зникаючий
Молочай волинський	Euphorbia volhynica Besser ex Racib.	Plantae	Tracheophyta	Magnoliopsida	Euphorbia	species	рідкісний
Костриця крейдова	Festuca cretacea T.Pop. & Proskor.	Plantae	Tracheophyta	Magnoliopsida	Festuca	species	неоцінений
Костриця гірська	Festuca drymeja Mert. & Koch	Plantae	Tracheophyta	Magnoliopsida	Festuca	species	вразливий
Костриця різнолиста	Festuca heterophylla Lam.	Plantae	Tracheophyta	Magnoliopsida	Festuca	species	вразливий
Костриця блідувата	Festuca pallens Host	Plantae	Tracheophyta	Magnoliopsida	Festuca	species	рідкісний
Костриця Порціуса	Festuca porcii Hack.	Plantae	Tracheophyta	Magnoliopsida	Festuca	species	вразливий
Костриця cкельна	Festuca saxatilis Schur	Plantae	Tracheophyta	Magnoliopsida	Festuca	species	неоцінений
Комишник двороздільний	Fimbristylis bisumbellata (Forsk.) Bub.	Plantae	Tracheophyta	Magnoliopsida	Fimbristylis	species	зникаючий
Франкенія припорошена	Frankenia pulverulenta L.	Plantae	Tracheophyta	Magnoliopsida	Frankenia	species	вразливий
Ясен білоцвітий	Fraxinus ornus L.	Plantae	Tracheophyta	Magnoliopsida	Fraxinus	species	рідкісний
Рябчик шаховий	Fritillaria meleagris L.	Plantae	Tracheophyta	Magnoliopsida	Fritillaria	species	вразливий
Рябчик малий	Fritillaria meleagroides Patrin ex Schult. & Schult.f.	Plantae	Tracheophyta	Magnoliopsida	Fritillaria	species	вразливий
Рябчик гірський	Fritillaria montana Hoppe	Plantae	Tracheophyta	Magnoliopsida	Fritillaria	species	зникаючий
Рябчик руський	Fritillaria ruthenica Wikstr.	Plantae	Tracheophyta	Magnoliopsida	Fritillaria	species	вразливий
Сонянчик гладкий	Fumanopsis laevis (Cav.) Tzvelev	Plantae	Tracheophyta	Magnoliopsida	Fumanopsis	species	зникаючий
Зірочник пізній	Gagea serotina (L.) Ker Gawl.	Plantae	Tracheophyta	Magnoliopsida	Gagea	species	рідкісний
Зірочки чохлуваті	Gagea spathacea (Hayne) Salisb.	Plantae	Tracheophyta	Magnoliopsida	Gagea	species	рідкісний
Підсніжник Ельвеза	Galanthus elwesii Hook.f.	Plantae	Tracheophyta	Magnoliopsida	Galanthus	species	вразливий
Підсніжник білосніжний	Galanthus nivalis L.	Plantae	Tracheophyta	Magnoliopsida	Galanthus	species	неоцінений
Підсніжник складчастий	Galanthus plicatus M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Galanthus	species	вразливий
Солонечник крапчастий	Galatella punctata (Waldst. & Kit.) Nees	Plantae	Tracheophyta	Magnoliopsida	Galatella	species	вразливий
Дрік малонасінний	Genista oligosperma (Andre) Simk	Plantae	Tracheophyta	Magnoliopsida	Genista	species	зниклий в природі
Дрік скіфський	Genista scythica Pacz.	Plantae	Tracheophyta	Magnoliopsida	Genista	species	неоцінений
Дрік чотиригранний	Genista tetragona Besser	Plantae	Tracheophyta	Magnoliopsida	Genista	species	зникаючий
Дрочок крилатий	Genistella sagittalis (L.) Gams	Plantae	Tracheophyta	Magnoliopsida	Genistella	species	рідкісний
Тирлич безстебловий	Gentiana acaulis L.	Plantae	Tracheophyta	Magnoliopsida	Gentiana	species	вразливий
Тирлич роздільний	Gentiana laciniata Kit. ex Kanitz	Plantae	Tracheophyta	Magnoliopsida	Gentiana	species	рідкісний
Тирлич жовтий	Gentiana lutea L.	Plantae	Tracheophyta	Magnoliopsida	Gentiana	species	зникаючий
Тирлич сніговий	Gentiana nivalis L.	Plantae	Tracheophyta	Magnoliopsida	Gentiana	species	зникаючий
Тирлич крапчастий	Gentiana punctata L.	Plantae	Tracheophyta	Magnoliopsida	Gentiana	species	вразливий
Тирлич мішкоподібний	Gentiana utriculosa L.	Plantae	Tracheophyta	Magnoliopsida	Gentiana	species	зникаючий
Тирлич весняний	Gentiana verna L.	Plantae	Tracheophyta	Magnoliopsida	Gentiana	species	зникаючий
Косарики черепитчасті	Gladiolus imbricatus L.	Plantae	Tracheophyta	Magnoliopsida	Gladiolus	species	вразливий
Косарики італійські	Gladiolus italicus Mill.	Plantae	Tracheophyta	Magnoliopsida	Gladiolus	species	зникаючий
Косарики болотні	Gladiolus palustris Gaudin	Plantae	Tracheophyta	Magnoliopsida	Gladiolus	species	зникаючий
Косарики тонкі	Gladiolus tenuis M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Gladiolus	species	вразливий
Мачок жовтий	Glaucium flavum Crantz	Plantae	Tracheophyta	Magnoliopsida	Glaucium	species	вразливий
Кулівниця вузькопелюсткова	Globularia trichosantha Fisch. & C.A.Mey.	Plantae	Tracheophyta	Magnoliopsida	Globularia	species	рідкісний
Солодка гола	Glycyrrhiza glabra L.	Plantae	Tracheophyta	Magnoliopsida	Glycyrrhiza	species	неоцінений
Кермечник злаколистий	Goniolimon graminifolium (Aiton) Boiss.	Plantae	Tracheophyta	Magnoliopsida	Goniolimon	species	вразливий
Кермечник червонуватий	Goniolimon rubellum (S.G.Gmel.) Klokov	Plantae	Tracheophyta	Magnoliopsida	Goniolimon	species	вразливий
Гудієра повзуча	Goodyera repens (L.) R.Br.	Plantae	Tracheophyta	Magnoliopsida	Goodyera	species	вразливий
Билинець довгорогий	Gymnadenia conopsea (L.) R.Br.	Plantae	Tracheophyta	Magnoliopsida	Gymnadenia	species	вразливий
Билинець щільноквітковий	Gymnadenia densiflora (Wahlenb.) A.Dietr.	Plantae	Tracheophyta	Magnoliopsida	Gymnadenia	species	вразливий
Билинець найзапашніший	Gymnadenia odoratissima (L.) Rich.	Plantae	Tracheophyta	Magnoliopsida	Gymnadenia	species	зникаючий
Оставник одеський	Gymnospermium odessanum (DC.) Takht.	Plantae	Tracheophyta	Magnoliopsida	Gymnospermium	species	вразливий
Лещиця скупчена	Gypsophila glomerata Pall. ex Adams	Plantae	Tracheophyta	Magnoliopsida	Gypsophila	species	вразливий
Лещиця дністровська	Gypsophila thyraica Krasnova	Plantae	Tracheophyta	Magnoliopsida	Gypsophila	species	вразливий
М'якух болотний	Hammarbya paludosa (L.) O.Kuntze	Plantae	Tracheophyta	Magnoliopsida	Hammarbya	species	зникаючий
Солодушка крейдова	Hedysarum cretaceum Fisch.	Plantae	Tracheophyta	Magnoliopsida	Hedysarum	species	зникаючий
Солодушка солодушкова	Hedysarum hedysaroides (L.) Schinz & Thell.	Plantae	Tracheophyta	Magnoliopsida	Hedysarum	species	зникаючий
Солодушка українська	Hedysarum ucrainicum Kaschm.	Plantae	Tracheophyta	Magnoliopsida	Hedysarum	species	зникаючий
Сонцецвіт сивий	Helianthemum canum (L.) Hornem.	Plantae	Tracheophyta	Magnoliopsida	Helianthemum	species	рідкісний
Борщівник лігустиколистий	Heracleum ligusticifolium M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Heracleum	species	рідкісний
Борщівник пухнастий	Heracleum pubescens (Hoffm.) M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Heracleum	species	недостатньо відомий
Бровник однобульбовий	Herminium monorchis (L.) R.Br.	Plantae	Tracheophyta	Magnoliopsida	Herminium	species	зникаючий
Ремнепелюстник козячий	Himantoglossum caprinum (M.Bieb.) K.Koch	Plantae	Tracheophyta	Magnoliopsida	Himantoglossum	species	вразливий
